audit_id,relation,predicate_label,predicate_family,geometry_projection_path,rgb_pair_crop_path,pair_ply_path,physical_validity_label,confidence,primary_reason_code,evidence_sufficient,notes,reviewer_id,reviewed_at
PV-0378,plant --supported by--> wall,supported by,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0378.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0378.ply,ambiguous,low,support_surface_or_contact_unclear,True,codex_blinded_rereview_v2:center_dz_norm=-0.4674;bbox_gap_norm=0.2346;xy_bbox_gap_norm=0.2346;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.2775;surface_p10_norm=0.3181;subject_vertical_aspect=2.3477;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.357409+00:00
PV-0379,decoration --supported by--> cabinet,supported by,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0379.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0379.ply,ambiguous,low,support_surface_or_contact_unclear,True,codex_blinded_rereview_v2:center_dz_norm=0.6203;bbox_gap_norm=0.0178;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.4501;support_gap_norm=None;surface_p02_norm=0.1476;surface_p10_norm=0.2757;subject_vertical_aspect=0.7622;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.359159+00:00
PV-0380,ottoman --standing on--> ceiling,standing on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0380.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0380.ply,physically_invalid,medium,standing_support_absent,True,codex_blinded_rereview_v2:center_dz_norm=-0.7704;bbox_gap_norm=0.6653;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=-0.8244;surface_p02_norm=0.7110;surface_p10_norm=0.7239;subject_vertical_aspect=0.7743;local_object_points=32,codex_blinded_rereview_v2,2026-07-10T07:14:53.365821+00:00
PV-0381,tv stand --higher than--> cabinet,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0381.png,local_dataset/qwen_vl_crops/full_validation/c92fb5b7-f771-2064-87a9-31c819832405_2/8_15/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0381.ply,physically_invalid,high,clear_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-0.4605;bbox_gap_norm=0.2138;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.9203;support_gap_norm=-0.8988;surface_p02_norm=0.2365;surface_p10_norm=0.2858;subject_vertical_aspect=0.1418;local_object_points=1188,codex_blinded_rereview_v2,2026-07-10T07:14:53.372300+00:00
PV-0382,item --higher than--> shelf,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0382.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0382.ply,physically_valid,high,clear_directed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=1.1485;bbox_gap_norm=2.7619;xy_bbox_gap_norm=2.7042;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=2.9940;surface_p10_norm=3.0722;subject_vertical_aspect=0.2970;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.376674+00:00
PV-0383,toilet paper dispenser --lower than--> ceiling,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0383.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0383.ply,physically_valid,high,clear_directed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-6.0183;bbox_gap_norm=6.7160;xy_bbox_gap_norm=3.4596;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=6.9363;surface_p10_norm=6.9855;subject_vertical_aspect=1.1917;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.377659+00:00
PV-0384,wall --higher than--> box,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0384.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0384.ply,physically_invalid,medium,moderate_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-0.1596;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.0000;support_gap_norm=-1.1837;surface_p02_norm=0.0187;surface_p10_norm=0.0518;subject_vertical_aspect=3.6220;local_object_points=106,codex_blinded_rereview_v2,2026-07-10T07:14:53.381921+00:00
PV-0385,floor --higher than--> pillow,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0385.png,local_dataset/qwen_vl_crops/full_validation/0cac75b7-8d6f-2d13-8cb2-0b4e06913140_4/1_54/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0385.ply,physically_invalid,medium,moderate_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-0.1444;bbox_gap_norm=0.0684;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=-0.1757;surface_p02_norm=0.0845;surface_p10_norm=0.1213;subject_vertical_aspect=0.0187;local_object_points=159,codex_blinded_rereview_v2,2026-07-10T07:14:53.384911+00:00
PV-0386,box --lying on--> clothes,lying on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0386.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0386.ply,physically_invalid,high,lying_support_absent,True,codex_blinded_rereview_v2:center_dz_norm=-0.1787;bbox_gap_norm=2.0003;xy_bbox_gap_norm=2.0003;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=2.1026;surface_p10_norm=2.1511;subject_vertical_aspect=0.8182;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.388444+00:00
PV-0387,wall --lying on--> sink,lying on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0387.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0387.ply,ambiguous,low,lying_pose_or_contact_unclear,True,codex_blinded_rereview_v2:center_dz_norm=0.4013;bbox_gap_norm=0.2966;xy_bbox_gap_norm=0.2966;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.3208;surface_p10_norm=0.3357;subject_vertical_aspect=1.0456;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.394405+00:00
PV-0388,plant --close by--> floor,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0388.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0388.ply,ambiguous,low,proximity_requires_scene_context,True,codex_blinded_rereview_v2:center_dz_norm=0.4518;bbox_gap_norm=0.3406;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=0.3702;surface_p02_norm=0.3757;surface_p10_norm=0.4045;subject_vertical_aspect=2.2379;local_object_points=32,codex_blinded_rereview_v2,2026-07-10T07:14:53.399601+00:00
PV-0389,wall --supported by--> box,supported by,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0389.png,local_dataset/qwen_vl_crops/full_validation/bf9a3ddf-45a5-2e80-8007-8e9e7f323e52_1/6_36/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0389.ply,physically_valid,high,direct_support_contact,True,codex_blinded_rereview_v2:center_dz_norm=0.1696;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.1603;support_gap_norm=-0.0349;surface_p02_norm=0.0302;surface_p10_norm=0.1124;subject_vertical_aspect=0.2947;local_object_points=34,codex_blinded_rereview_v2,2026-07-10T07:14:53.401620+00:00
PV-0390,clock --close by--> ceiling,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0390.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0390.ply,physically_invalid,high,large_relative_separation,True,codex_blinded_rereview_v2:center_dz_norm=-0.6458;bbox_gap_norm=1.6754;xy_bbox_gap_norm=1.6750;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=1.8584;surface_p10_norm=1.9109;subject_vertical_aspect=4.1783;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.406092+00:00
PV-0391,ceiling --lying on--> floor,lying on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0391.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0391.ply,physically_invalid,medium,lying_support_absent,True,codex_blinded_rereview_v2:center_dz_norm=0.6947;bbox_gap_norm=0.6694;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.7174;support_gap_norm=0.6803;surface_p02_norm=0.6668;surface_p10_norm=0.6882;subject_vertical_aspect=0.0328;local_object_points=116,codex_blinded_rereview_v2,2026-07-10T07:14:53.409526+00:00
PV-0392,chair --higher than--> wall,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0392.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0392.ply,physically_invalid,high,clear_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-0.4361;bbox_gap_norm=0.6731;xy_bbox_gap_norm=0.6731;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.8620;surface_p10_norm=0.8875;subject_vertical_aspect=1.3216;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.415685+00:00
PV-0393,shelf --lower than--> shelf,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0393.png,local_dataset/qwen_vl_crops/full_validation/c7895f78-339c-2d13-82bb-cc990cbbc90f_2/8_10/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0393.ply,physically_invalid,high,clear_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=0.3978;bbox_gap_norm=0.1650;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.9621;support_gap_norm=0.1650;surface_p02_norm=0.1515;surface_p10_norm=0.2167;subject_vertical_aspect=0.3175;local_object_points=475,codex_blinded_rereview_v2,2026-07-10T07:14:53.418287+00:00
PV-0394,clutter --close by--> lamp,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0394.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0394.ply,physically_invalid,high,large_relative_separation,True,codex_blinded_rereview_v2:center_dz_norm=-3.2485;bbox_gap_norm=2.9138;xy_bbox_gap_norm=0.3068;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=3.0657;surface_p10_norm=3.1125;subject_vertical_aspect=0.9503;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.419586+00:00
PV-0395,floor --higher than--> shelf,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0395.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0395.ply,physically_invalid,high,clear_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-0.6298;bbox_gap_norm=0.5733;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=-0.7410;surface_p02_norm=0.5969;surface_p10_norm=0.6070;subject_vertical_aspect=0.0295;local_object_points=497,codex_blinded_rereview_v2,2026-07-10T07:14:53.425652+00:00
PV-0396,bed --supported by--> picture,supported by,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0396.png,local_dataset/qwen_vl_crops/full_validation/0cac7676-8d6f-2d13-8f3a-d7bf7f03e721_2/2_24/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0396.ply,ambiguous,low,support_surface_or_contact_unclear,True,codex_blinded_rereview_v2:center_dz_norm=-0.1842;bbox_gap_norm=0.1267;xy_bbox_gap_norm=0.1267;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.2202;surface_p10_norm=0.2796;subject_vertical_aspect=0.3006;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.429153+00:00
PV-0397,plant --supported by--> box,supported by,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0397.png,local_dataset/qwen_vl_crops/full_validation/ddc7379b-765b-241a-9f45-c37e41608726_4/49_47/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0397.ply,physically_invalid,high,support_contact_absent,True,codex_blinded_rereview_v2:center_dz_norm=-0.2846;bbox_gap_norm=2.2429;xy_bbox_gap_norm=2.2429;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=2.3067;surface_p10_norm=2.3768;subject_vertical_aspect=1.4136;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.429573+00:00
PV-0398,shelf --lower than--> couch table,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0398.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0398.ply,physically_invalid,medium,moderate_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=0.3472;bbox_gap_norm=1.0518;xy_bbox_gap_norm=1.0518;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=1.2033;surface_p10_norm=1.2655;subject_vertical_aspect=1.8478;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.436302+00:00
PV-0399,wall --close by--> kitchen cabinet,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0399.png,local_dataset/qwen_vl_crops/full_validation/38770ca5-86d7-27b8-871c-57fdbfe87905_4/26_15/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0399.ply,physically_invalid,medium,separated_relative_to_pair_scale,True,codex_blinded_rereview_v2:center_dz_norm=0.3255;bbox_gap_norm=0.6300;xy_bbox_gap_norm=0.6300;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.8791;surface_p10_norm=0.9227;subject_vertical_aspect=1.2515;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.443374+00:00
PV-0400,shelf --higher than--> box,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0400.png,local_dataset/qwen_vl_crops/full_validation/0cac7676-8d6f-2d13-8f3a-d7bf7f03e721_4/55_39/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0400.ply,physically_valid,medium,moderate_directed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=0.4650;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.0443;support_gap_norm=-0.1413;surface_p02_norm=0.0431;surface_p10_norm=0.1482;subject_vertical_aspect=0.8197;local_object_points=43,codex_blinded_rereview_v2,2026-07-10T07:14:53.447376+00:00
PV-0401,picture --supported by--> picture,supported by,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0401.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0401.ply,ambiguous,low,support_surface_or_contact_unclear,True,codex_blinded_rereview_v2:center_dz_norm=-0.6695;bbox_gap_norm=0.0418;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=-1.2134;surface_p02_norm=0.0171;surface_p10_norm=0.0834;subject_vertical_aspect=0.8788;local_object_points=459,codex_blinded_rereview_v2,2026-07-10T07:14:53.452391+00:00
PV-0402,sofa --higher than--> ceiling,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0402.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0402.ply,physically_invalid,high,clear_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-0.4453;bbox_gap_norm=0.3525;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.8699;support_gap_norm=None;surface_p02_norm=0.3769;surface_p10_norm=0.4086;subject_vertical_aspect=0.3603;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.459257+00:00
PV-0403,light --supported by--> floor,supported by,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0403.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0403.ply,physically_invalid,medium,support_contact_absent,True,codex_blinded_rereview_v2:center_dz_norm=0.6368;bbox_gap_norm=0.6023;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=0.6023;surface_p02_norm=0.6148;surface_p10_norm=0.6209;subject_vertical_aspect=0.0588;local_object_points=442,codex_blinded_rereview_v2,2026-07-10T07:14:53.466198+00:00
PV-0404,chair --close by--> box,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0404.png,local_dataset/qwen_vl_crops/full_validation/9766cbf7-6321-2e2f-81e1-2b46533c64dd_4/32_42/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0404.ply,physically_valid,high,near_visible_surfaces,True,codex_blinded_rereview_v2:center_dz_norm=0.2934;bbox_gap_norm=0.0934;xy_bbox_gap_norm=0.0766;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.4649;surface_p10_norm=0.4974;subject_vertical_aspect=0.8327;local_object_points=2,codex_blinded_rereview_v2,2026-07-10T07:14:53.472223+00:00
PV-0405,stool --supported by--> plant,supported by,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0405.png,local_dataset/qwen_vl_crops/full_validation/ddc73797-765b-241a-9e2c-097c5989baf6_7/26_49/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0405.ply,ambiguous,low,support_surface_or_contact_unclear,True,codex_blinded_rereview_v2:center_dz_norm=-0.8897;bbox_gap_norm=0.0139;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=-1.4038;surface_p02_norm=0.0309;surface_p10_norm=0.1372;subject_vertical_aspect=1.6578;local_object_points=90,codex_blinded_rereview_v2,2026-07-10T07:14:53.474340+00:00
PV-0406,lamp --lower than--> sink,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0406.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0406.ply,physically_invalid,high,clear_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=4.6239;bbox_gap_norm=4.3944;xy_bbox_gap_norm=0.7701;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=4.6586;surface_p10_norm=4.6777;subject_vertical_aspect=0.4486;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.474832+00:00
PV-0407,wall --supported by--> tv stand,supported by,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0407.png,local_dataset/qwen_vl_crops/full_validation/68bae75f-3567-2f7c-829d-7422117729f3_2/2_9/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0407.ply,physically_valid,medium,plausible_support_contact,True,codex_blinded_rereview_v2:center_dz_norm=0.2372;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=-0.1647;surface_p02_norm=0.0129;surface_p10_norm=0.0605;subject_vertical_aspect=0.8471;local_object_points=1800,codex_blinded_rereview_v2,2026-07-10T07:14:53.481763+00:00
PV-0408,floor --lower than--> curtain,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0408.png,local_dataset/qwen_vl_crops/full_validation/c92fb5b7-f771-2064-87a9-31c819832405_1/1_6/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0408.ply,ambiguous,low,near_tied_vertical_extent,True,codex_blinded_rereview_v2:center_dz_norm=-0.1893;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=-0.4481;surface_p02_norm=0.0113;surface_p10_norm=0.0348;subject_vertical_aspect=0.0258;local_object_points=1800,codex_blinded_rereview_v2,2026-07-10T07:14:53.488969+00:00
PV-0409,desk --close by--> sofa,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0409.png,local_dataset/qwen_vl_crops/full_validation/0cac75b7-8d6f-2d13-8cb2-0b4e06913140_3/19_14/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0409.ply,physically_valid,high,near_visible_surfaces,True,codex_blinded_rereview_v2:center_dz_norm=0.0111;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.5818;support_gap_norm=-0.3204;surface_p02_norm=0.0103;surface_p10_norm=0.0326;subject_vertical_aspect=0.5407;local_object_points=296,codex_blinded_rereview_v2,2026-07-10T07:14:53.496160+00:00
PV-0410,shoes --lying on--> floor,lying on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0410.png,local_dataset/qwen_vl_crops/full_validation/38770ca5-86d7-27b8-871c-57fdbfe87905_1/61_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0410.ply,physically_valid,high,contact_with_flat_pose,True,codex_blinded_rereview_v2:center_dz_norm=0.0176;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=-0.0342;surface_p02_norm=0.0119;surface_p10_norm=0.0267;subject_vertical_aspect=0.2516;local_object_points=147,codex_blinded_rereview_v2,2026-07-10T07:14:53.502430+00:00
PV-0411,heater --standing on--> floor,standing on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0411.png,local_dataset/qwen_vl_crops/full_validation/1d234022-e280-2b1a-8cec-e9787bb0d7b2_1/22_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0411.ply,physically_valid,high,contact_with_upright_pose,True,codex_blinded_rereview_v2:center_dz_norm=0.2715;bbox_gap_norm=0.0008;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.6009;support_gap_norm=-0.0091;surface_p02_norm=0.0345;surface_p10_norm=0.0703;subject_vertical_aspect=4.7407;local_object_points=75,codex_blinded_rereview_v2,2026-07-10T07:14:53.508045+00:00
PV-0412,wall --close by--> wall,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0412.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0412.ply,physically_valid,medium,moderate_relative_proximity,True,codex_blinded_rereview_v2:center_dz_norm=-0.0444;bbox_gap_norm=0.1495;xy_bbox_gap_norm=0.1495;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.1217;surface_p10_norm=0.2242;subject_vertical_aspect=0.3681;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.514707+00:00
PV-0413,desk --standing on--> floor,standing on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0413.png,local_dataset/qwen_vl_crops/full_validation/ba6fdaac-a4c1-2dca-8380-f16765679fd7_1/38_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0413.ply,physically_valid,medium,plausible_contact_with_upright_pose,True,codex_blinded_rereview_v2:center_dz_norm=0.1142;bbox_gap_norm=0.0033;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.5674;support_gap_norm=0.0007;surface_p02_norm=0.0333;surface_p10_norm=0.0962;subject_vertical_aspect=0.3978;local_object_points=174,codex_blinded_rereview_v2,2026-07-10T07:14:53.521699+00:00
PV-0414,counter --standing on--> wall,standing on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0414.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0414.ply,physically_invalid,medium,standing_support_absent,True,codex_blinded_rereview_v2:center_dz_norm=-0.3069;bbox_gap_norm=0.5134;xy_bbox_gap_norm=0.5134;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.4839;surface_p10_norm=0.5298;subject_vertical_aspect=0.0755;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.528011+00:00
PV-0415,lamp --lying on--> wall,lying on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0415.png,local_dataset/qwen_vl_crops/full_validation/4d3d82b0-8cf4-2e04-80a8-c955ea964c2f_3/20_5/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0415.ply,physically_valid,medium,plausible_contact_with_flat_pose,True,codex_blinded_rereview_v2:center_dz_norm=0.4276;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.4535;support_gap_norm=-0.0925;surface_p02_norm=0.0070;surface_p10_norm=0.0590;subject_vertical_aspect=0.6236;local_object_points=224,codex_blinded_rereview_v2,2026-07-10T07:14:53.530267+00:00
PV-0416,cabinet --close by--> cushion,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0416.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0416.ply,ambiguous,low,proximity_requires_scene_context,True,codex_blinded_rereview_v2:center_dz_norm=0.3843;bbox_gap_norm=0.4480;xy_bbox_gap_norm=0.4480;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.5618;surface_p10_norm=0.6027;subject_vertical_aspect=1.4660;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:53.533563+00:00
PV-0417,bin --lying on--> floor,lying on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0417.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0417.ply,physically_invalid,medium,contact_but_upright_pose,True,codex_blinded_rereview_v2:center_dz_norm=0.1071;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=-0.0307;surface_p02_norm=0.0129;surface_p10_norm=0.0635;subject_vertical_aspect=1.6063;local_object_points=50,codex_blinded_rereview_v2,2026-07-10T07:14:53.536710+00:00
PV-0418,floor --close by--> coffee machine,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0418.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0418.ply,physically_valid,medium,moderate_relative_proximity,True,codex_blinded_rereview_v2:center_dz_norm=-0.2468;bbox_gap_norm=0.1700;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=-0.2922;surface_p02_norm=0.2223;surface_p10_norm=0.2514;subject_vertical_aspect=0.0352;local_object_points=207,codex_blinded_rereview_v2,2026-07-10T07:14:53.540219+00:00
PV-0419,wall --close by--> ladder,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0419.png,local_dataset/qwen_vl_crops/full_validation/8eabc45f-5af7-2f32-8528-640861d2a135_7/44_48/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0419.ply,physically_valid,high,near_visible_surfaces,True,codex_blinded_rereview_v2:center_dz_norm=0.6230;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.0471;support_gap_norm=-0.1858;surface_p02_norm=0.0681;surface_p10_norm=0.0823;subject_vertical_aspect=0.8785;local_object_points=606,codex_blinded_rereview_v2,2026-07-10T07:14:53.547006+00:00
