audit_id,relation,predicate_family,geometry_projection_path,rgb_pair_crop_path,proxy_label,proxy_confidence,proxy_reason_code,proxy_rule,visible_geometry_cues,human_final_label,human_confidence,human_reason_code,human_notes,reviewer_id,reviewed_at
PV-0364,light --lower than--> plant,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0364.png,,ambiguous,low,vertical_order_near_tie,directed_center_height_margin_near_zero,center_dz_norm=0.0993;bbox_gap_norm=3.9588;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.5305;local_object_points=0,,,,,,
PV-0365,couch --higher than--> table,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0365.png,local_dataset/qwen_vl_crops/full_validation/d04eb40f-1d53-27ea-8a41-47892bde7017_2/30_31/pair_view_000.png,ambiguous,low,vertical_order_near_tie,directed_center_height_margin_near_zero,center_dz_norm=-0.0199;bbox_gap_norm=0.0000;xy_overlap_ratio=0.4556;local_vertical_gap_norm=-0.2417;subject_vertical_aspect=0.3077;local_object_points=658,,,,,,
PV-0366,clothes --close by--> suitcase,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0366.png,,physically_valid,medium,distance_consistent,robust_bbox_gap_norm_le_0.45,center_dz_norm=1.0214;bbox_gap_norm=0.2698;xy_overlap_ratio=0.8416;local_vertical_gap_norm=0.2605;subject_vertical_aspect=2.2498;local_object_points=675,,,,,,
PV-0367,bench --close by--> table,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0367.png,local_dataset/qwen_vl_crops/full_validation/ddc73797-765b-241a-9e2c-097c5989baf6_1/10_9/pair_view_000.png,physically_valid,high,distance_consistent,robust_bbox_gap_norm_le_0.15,center_dz_norm=-0.2033;bbox_gap_norm=0.0000;xy_overlap_ratio=0.3833;local_vertical_gap_norm=-0.4303;subject_vertical_aspect=0.4064;local_object_points=474,,,,,,
PV-0368,pillow --lying on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0368.png,,physically_invalid,medium,contact_or_support_missing,lying_support_separated,center_dz_norm=0.3360;bbox_gap_norm=0.2758;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.1447;local_object_points=0,,,,,,
PV-0369,ceiling --standing on--> wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0369.png,,ambiguous,low,pose_subtype_uncertain,support_contact_but_flat_subject,center_dz_norm=0.6165;bbox_gap_norm=0.1732;xy_overlap_ratio=0.9264;local_vertical_gap_norm=0.1732;subject_vertical_aspect=0.0335;local_object_points=648,,,,,,
PV-0370,box --higher than--> ceiling,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0370.png,,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=-2.9241;bbox_gap_norm=3.1538;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.7476;local_object_points=0,,,,,,
PV-0371,heater --lower than--> table,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0371.png,local_dataset/qwen_vl_crops/full_validation/e61b0e02-bada-2f31-82d0-80fc5c70bd6f_4/13_12/pair_view_000.png,physically_invalid,medium,vertical_order_inconsistent,directed_center_height_reversed_le_-0.12,center_dz_norm=0.2731;bbox_gap_norm=0.6694;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=2.0079;local_object_points=0,,,,,,
PV-0372,floor --lying on--> dining chair,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0372.png,local_dataset/qwen_vl_crops/full_validation/e61b0e02-bada-2f31-82d0-80fc5c70bd6f_7/1_39/pair_view_000.png,ambiguous,low,pose_subtype_uncertain,lying_contact_or_pose_uncertain,center_dz_norm=-0.0892;bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.2120;subject_vertical_aspect=0.0152;local_object_points=1800,,,,,,
PV-0373,shelf --lower than--> shelf,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0373.png,local_dataset/qwen_vl_crops/full_validation/0cac761b-8d6f-2d13-8f16-23a7d73c54fe_1/9_4/pair_view_000.png,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=0.8225;bbox_gap_norm=0.3256;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.2228;local_object_points=0,,,,,,
PV-0374,clutter --higher than--> object,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0374.png,,physically_valid,high,vertical_order_consistent,directed_center_height_margin_ge_0.50,center_dz_norm=0.9047;bbox_gap_norm=1.1127;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.4783;local_object_points=0,,,,,,
PV-0375,pot --close by--> plant,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0375.png,,physically_invalid,high,distance_inconsistent,robust_bbox_gap_norm_ge_1.00,center_dz_norm=-2.5994;bbox_gap_norm=2.1752;xy_overlap_ratio=0.8514;local_vertical_gap_norm=-3.2961;subject_vertical_aspect=0.8615;local_object_points=290,,,,,,
PV-0376,clock --close by--> dining chair,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0376.png,local_dataset/qwen_vl_crops/full_validation/e61b0e02-bada-2f31-82d0-80fc5c70bd6f_6/4_37/pair_view_000.png,physically_invalid,high,distance_inconsistent,robust_bbox_gap_norm_ge_1.00,center_dz_norm=0.4261;bbox_gap_norm=1.0542;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=4.4293;local_object_points=0,,,,,,
PV-0377,cabinet --supported by--> chair,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0377.png,,physically_invalid,high,contact_or_support_missing,pair_or_vertical_separation,center_dz_norm=-0.1434;bbox_gap_norm=0.9100;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.2859;local_object_points=0,,,,,,
PV-0378,plant --supported by--> wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0378.png,,physically_invalid,medium,contact_or_support_missing,pair_or_vertical_separation,center_dz_norm=-0.5035;bbox_gap_norm=0.2801;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=2.3446;local_object_points=0,,,,,,
PV-0379,decoration --supported by--> cabinet,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0379.png,,ambiguous,low,support_configuration_uncertain,contact_band_or_footprint_uncertain,center_dz_norm=0.6496;bbox_gap_norm=0.0203;xy_overlap_ratio=0.2442;local_vertical_gap_norm=None;subject_vertical_aspect=0.7011;local_object_points=0,,,,,,
PV-0380,ottoman --standing on--> ceiling,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0380.png,,physically_invalid,medium,contact_or_support_missing,standing_support_separated,center_dz_norm=-0.9079;bbox_gap_norm=0.7951;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.9609;subject_vertical_aspect=0.7746;local_object_points=43,,,,,,
PV-0381,tv stand --higher than--> cabinet,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0381.png,local_dataset/qwen_vl_crops/full_validation/c92fb5b7-f771-2064-87a9-31c819832405_2/8_15/pair_view_000.png,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=-0.4934;bbox_gap_norm=0.2598;xy_overlap_ratio=0.7895;local_vertical_gap_norm=-0.9293;subject_vertical_aspect=0.1314;local_object_points=1188,,,,,,
PV-0382,item --higher than--> shelf,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0382.png,,physically_valid,high,vertical_order_consistent,directed_center_height_margin_ge_0.50,center_dz_norm=1.2605;bbox_gap_norm=3.1055;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.3043;local_object_points=0,,,,,,
PV-0383,toilet paper dispenser --lower than--> ceiling,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0383.png,,physically_valid,high,vertical_order_consistent,directed_center_height_margin_ge_0.50,center_dz_norm=-6.8745;bbox_gap_norm=7.7554;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.1247;local_object_points=0,,,,,,
PV-0384,wall --higher than--> box,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0384.png,,physically_invalid,medium,vertical_order_inconsistent,directed_center_height_reversed_le_-0.12,center_dz_norm=-0.1770;bbox_gap_norm=0.0295;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-1.2096;subject_vertical_aspect=3.8196;local_object_points=138,,,,,,
PV-0385,floor --higher than--> pillow,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0385.png,local_dataset/qwen_vl_crops/full_validation/0cac75b7-8d6f-2d13-8cb2-0b4e06913140_4/1_54/pair_view_000.png,physically_invalid,medium,vertical_order_inconsistent,directed_center_height_reversed_le_-0.12,center_dz_norm=-0.1618;bbox_gap_norm=0.0909;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.1932;subject_vertical_aspect=0.0158;local_object_points=159,,,,,,
PV-0386,box --lying on--> clothes,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0386.png,,physically_invalid,high,contact_or_support_missing,lying_support_separated,center_dz_norm=-0.1995;bbox_gap_norm=2.2860;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.7500;local_object_points=0,,,,,,
PV-0387,wall --lying on--> sink,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0387.png,,physically_invalid,medium,contact_or_support_missing,lying_support_separated,center_dz_norm=0.4207;bbox_gap_norm=0.3188;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.0320;local_object_points=0,,,,,,
PV-0388,plant --close by--> floor,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0388.png,,physically_valid,medium,distance_consistent,robust_bbox_gap_norm_le_0.45,center_dz_norm=0.5150;bbox_gap_norm=0.4164;xy_overlap_ratio=1.0000;local_vertical_gap_norm=0.4389;subject_vertical_aspect=2.1667;local_object_points=43,,,,,,
PV-0389,wall --supported by--> box,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0389.png,local_dataset/qwen_vl_crops/full_validation/bf9a3ddf-45a5-2e80-8007-8e9e7f323e52_1/6_36/pair_view_000.png,physically_valid,medium,contact_or_support_consistent,local_support_surface_contact,center_dz_norm=0.1770;bbox_gap_norm=0.0000;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-0.0273;subject_vertical_aspect=0.2843;local_object_points=44,,,,,,
PV-0390,clock --close by--> ceiling,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0390.png,,physically_invalid,high,distance_inconsistent,robust_bbox_gap_norm_ge_1.00,center_dz_norm=-0.7084;bbox_gap_norm=1.9189;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=4.3246;local_object_points=0,,,,,,
PV-0391,ceiling --lying on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0391.png,,physically_invalid,medium,contact_or_support_missing,lying_support_separated,center_dz_norm=0.7669;bbox_gap_norm=0.7518;xy_overlap_ratio=0.3191;local_vertical_gap_norm=0.7518;subject_vertical_aspect=0.0322;local_object_points=133,,,,,,
PV-0392,chair --higher than--> wall,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0392.png,,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=-0.4982;bbox_gap_norm=0.8099;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.2803;local_object_points=0,,,,,,
PV-0393,shelf --lower than--> shelf,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0393.png,local_dataset/qwen_vl_crops/full_validation/c7895f78-339c-2d13-82bb-cc990cbbc90f_2/8_10/pair_view_000.png,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=0.4432;bbox_gap_norm=0.2349;xy_overlap_ratio=0.9397;local_vertical_gap_norm=0.2353;subject_vertical_aspect=0.3018;local_object_points=475,,,,,,
PV-0394,clutter --close by--> lamp,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0394.png,,physically_invalid,high,distance_inconsistent,robust_bbox_gap_norm_ge_1.00,center_dz_norm=-3.6734;bbox_gap_norm=3.3660;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.8734;local_object_points=0,,,,,,
PV-0395,floor --higher than--> shelf,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0395.png,,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=-0.6925;bbox_gap_norm=0.6379;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.7997;subject_vertical_aspect=0.0232;local_object_points=497,,,,,,
PV-0396,bed --supported by--> picture,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0396.png,local_dataset/qwen_vl_crops/full_validation/0cac7676-8d6f-2d13-8f3a-d7bf7f03e721_2/2_24/pair_view_000.png,ambiguous,low,support_configuration_uncertain,contact_band_or_footprint_uncertain,center_dz_norm=-0.1922;bbox_gap_norm=0.1616;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.2981;local_object_points=0,,,,,,
PV-0397,plant --supported by--> box,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0397.png,local_dataset/qwen_vl_crops/full_validation/ddc7379b-765b-241a-9f45-c37e41608726_4/49_47/pair_view_000.png,physically_invalid,high,contact_or_support_missing,pair_or_vertical_separation,center_dz_norm=-0.3117;bbox_gap_norm=2.5448;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.1773;local_object_points=0,,,,,,
PV-0398,shelf --lower than--> couch table,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0398.png,,physically_invalid,medium,vertical_order_inconsistent,directed_center_height_reversed_le_-0.12,center_dz_norm=0.3679;bbox_gap_norm=1.1535;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.8491;local_object_points=0,,,,,,
PV-0399,wall --close by--> kitchen cabinet,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0399.png,local_dataset/qwen_vl_crops/full_validation/38770ca5-86d7-27b8-871c-57fdbfe87905_4/26_15/pair_view_000.png,physically_invalid,medium,distance_inconsistent,robust_bbox_gap_norm_ge_0.65,center_dz_norm=0.3504;bbox_gap_norm=0.7310;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.2427;local_object_points=0,,,,,,
PV-0400,shelf --higher than--> box,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0400.png,local_dataset/qwen_vl_crops/full_validation/0cac7676-8d6f-2d13-8f3a-d7bf7f03e721_4/55_39/pair_view_000.png,physically_valid,high,vertical_order_consistent,directed_center_height_margin_ge_0.50,center_dz_norm=0.5063;bbox_gap_norm=0.0000;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-0.1306;subject_vertical_aspect=0.8027;local_object_points=43,,,,,,
PV-0401,picture --supported by--> picture,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0401.png,,ambiguous,low,support_configuration_uncertain,contact_band_or_footprint_uncertain,center_dz_norm=-0.7468;bbox_gap_norm=0.1294;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-1.2836;subject_vertical_aspect=0.8741;local_object_points=459,,,,,,
PV-0402,sofa --higher than--> ceiling,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0402.png,,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=-0.4669;bbox_gap_norm=0.3801;xy_overlap_ratio=0.7607;local_vertical_gap_norm=None;subject_vertical_aspect=0.3524;local_object_points=1,,,,,,
PV-0403,light --supported by--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0403.png,,physically_invalid,medium,contact_or_support_missing,pair_or_vertical_separation,center_dz_norm=0.6992;bbox_gap_norm=0.6673;xy_overlap_ratio=0.9726;local_vertical_gap_norm=0.6673;subject_vertical_aspect=0.0559;local_object_points=525,,,,,,
PV-0404,chair --close by--> box,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0404.png,local_dataset/qwen_vl_crops/full_validation/9766cbf7-6321-2e2f-81e1-2b46533c64dd_4/32_42/pair_view_000.png,physically_valid,medium,distance_consistent,robust_bbox_gap_norm_le_0.45,center_dz_norm=0.3324;bbox_gap_norm=0.1780;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.8757;local_object_points=2,,,,,,
PV-0405,stool --supported by--> plant,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0405.png,local_dataset/qwen_vl_crops/full_validation/ddc73797-765b-241a-9e2c-097c5989baf6_7/26_49/pair_view_000.png,ambiguous,low,support_configuration_uncertain,contact_band_or_footprint_uncertain,center_dz_norm=-0.9574;bbox_gap_norm=0.0332;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-1.4730;subject_vertical_aspect=1.8500;local_object_points=90,,,,,,
PV-0406,lamp --lower than--> sink,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0406.png,,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=5.2515;bbox_gap_norm=5.0630;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.4734;local_object_points=0,,,,,,
PV-0407,wall --supported by--> tv stand,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0407.png,local_dataset/qwen_vl_crops/full_validation/68bae75f-3567-2f7c-829d-7422117729f3_2/2_9/pair_view_000.png,physically_valid,medium,contact_or_support_consistent,local_support_surface_contact,center_dz_norm=0.2646;bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.1470;subject_vertical_aspect=0.8194;local_object_points=1800,,,,,,
PV-0408,floor --lower than--> curtain,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0408.png,local_dataset/qwen_vl_crops/full_validation/c92fb5b7-f771-2064-87a9-31c819832405_1/1_6/pair_view_000.png,physically_valid,medium,vertical_order_consistent,directed_center_height_margin_ge_0.18,center_dz_norm=-0.2039;bbox_gap_norm=0.0057;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.4724;subject_vertical_aspect=0.0174;local_object_points=1800,,,,,,
PV-0409,desk --close by--> sofa,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0409.png,local_dataset/qwen_vl_crops/full_validation/0cac75b7-8d6f-2d13-8cb2-0b4e06913140_3/19_14/pair_view_000.png,physically_valid,high,distance_consistent,robust_bbox_gap_norm_le_0.15,center_dz_norm=0.0122;bbox_gap_norm=0.0000;xy_overlap_ratio=0.4447;local_vertical_gap_norm=-0.3359;subject_vertical_aspect=0.5471;local_object_points=257,,,,,,
PV-0410,shoes --lying on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0410.png,local_dataset/qwen_vl_crops/full_validation/38770ca5-86d7-27b8-871c-57fdbfe87905_1/61_1/pair_view_000.png,physically_valid,high,lying_support_consistent,support_contact_plus_flat_pose,center_dz_norm=0.0194;bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.0277;subject_vertical_aspect=0.2178;local_object_points=180,,,,,,
PV-0411,heater --standing on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0411.png,local_dataset/qwen_vl_crops/full_validation/1d234022-e280-2b1a-8cec-e9787bb0d7b2_1/22_1/pair_view_000.png,physically_valid,high,standing_support_consistent,support_contact_plus_vertical_pose,center_dz_norm=0.3042;bbox_gap_norm=0.0351;xy_overlap_ratio=0.0000;local_vertical_gap_norm=0.0325;subject_vertical_aspect=5.0796;local_object_points=88,,,,,,
PV-0412,wall --close by--> wall,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0412.png,,physically_valid,medium,distance_consistent,robust_bbox_gap_norm_le_0.45,center_dz_norm=-0.0475;bbox_gap_norm=0.2156;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.3507;local_object_points=0,,,,,,
PV-0413,desk --standing on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0413.png,local_dataset/qwen_vl_crops/full_validation/ba6fdaac-a4c1-2dca-8380-f16765679fd7_1/38_1/pair_view_000.png,physically_valid,medium,standing_support_consistent,support_contact_plus_vertical_pose,center_dz_norm=0.1242;bbox_gap_norm=0.0442;xy_overlap_ratio=0.3186;local_vertical_gap_norm=0.0397;subject_vertical_aspect=0.2861;local_object_points=190,,,,,,
PV-0414,counter --standing on--> wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0414.png,,physically_invalid,medium,contact_or_support_missing,standing_support_separated,center_dz_norm=-0.3280;bbox_gap_norm=0.6061;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.0568;local_object_points=0,,,,,,
PV-0415,lamp --lying on--> wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0415.png,local_dataset/qwen_vl_crops/full_validation/4d3d82b0-8cf4-2e04-80a8-c955ea964c2f_3/20_5/pair_view_000.png,ambiguous,low,pose_subtype_uncertain,lying_contact_or_pose_uncertain,center_dz_norm=0.4539;bbox_gap_norm=0.0000;xy_overlap_ratio=0.3377;local_vertical_gap_norm=-0.0736;subject_vertical_aspect=0.7036;local_object_points=282,,,,,,
PV-0416,cabinet --close by--> cushion,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0416.png,,ambiguous,low,distance_context_dependent,robust_bbox_gap_norm_mid_band,center_dz_norm=0.4081;bbox_gap_norm=0.5124;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.5742;local_object_points=0,,,,,,
PV-0417,bin --lying on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0417.png,,physically_invalid,medium,pose_subtype_inconsistent,support_contact_but_vertical_subject,center_dz_norm=0.1163;bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.0203;subject_vertical_aspect=1.5589;local_object_points=55,,,,,,
PV-0418,floor --close by--> coffee machine,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0418.png,,physically_valid,medium,distance_consistent,robust_bbox_gap_norm_le_0.45,center_dz_norm=-0.2835;bbox_gap_norm=0.2097;xy_overlap_ratio=0.2165;local_vertical_gap_norm=-0.3297;subject_vertical_aspect=0.0293;local_object_points=207,,,,,,
PV-0419,wall --close by--> ladder,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0419.png,local_dataset/qwen_vl_crops/full_validation/8eabc45f-5af7-2f32-8528-640861d2a135_7/44_48/pair_view_000.png,physically_valid,high,distance_consistent,robust_bbox_gap_norm_le_0.15,center_dz_norm=0.7654;bbox_gap_norm=0.0133;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-0.1691;subject_vertical_aspect=1.2935;local_object_points=625,,,,,,
PV-0420,shelf --supported by--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0420.png,,physically_valid,high,contact_or_support_consistent,local_support_surface_contact,center_dz_norm=0.0466;bbox_gap_norm=0.0000;xy_overlap_ratio=0.5976;local_vertical_gap_norm=-0.0212;subject_vertical_aspect=0.2002;local_object_points=82,,,,,,
PV-0421,bath cabinet --close by--> bath cabinet,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0421.png,,physically_valid,medium,distance_consistent,robust_bbox_gap_norm_le_0.45,center_dz_norm=-1.1277;bbox_gap_norm=0.4390;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.1135;local_object_points=0,,,,,,
PV-0422,dining chair --supported by--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0422.png,local_dataset/qwen_vl_crops/full_validation/e61b0e04-bada-2f31-82d6-72831a602ba7_6/39_1/pair_view_000.png,physically_valid,high,contact_or_support_consistent,local_support_surface_contact,center_dz_norm=0.0762;bbox_gap_norm=0.0000;xy_overlap_ratio=0.8864;local_vertical_gap_norm=-0.0110;subject_vertical_aspect=2.1222;local_object_points=93,,,,,,
PV-0423,plant --higher than--> carpet,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0423.png,local_dataset/qwen_vl_crops/full_validation/6bde607b-9162-246f-8e65-76e3ef265504_2/6_2/pair_view_000.png,physically_valid,medium,vertical_order_consistent,directed_center_height_margin_ge_0.18,center_dz_norm=0.3263;bbox_gap_norm=0.4569;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=2.6370;local_object_points=0,,,,,,
PV-0424,sink --supported by--> wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0424.png,local_dataset/qwen_vl_crops/full_validation/1d234024-e280-2b1a-8c28-2743fefed020_1/3_16/pair_view_000.png,ambiguous,low,support_configuration_uncertain,contact_band_or_footprint_uncertain,center_dz_norm=-0.6529;bbox_gap_norm=0.0025;xy_overlap_ratio=0.7394;local_vertical_gap_norm=-1.5423;subject_vertical_aspect=0.9985;local_object_points=196,,,,,,
PV-0425,clock --lying on--> ceiling,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0425.png,,physically_invalid,high,contact_or_support_missing,lying_support_separated,center_dz_norm=-0.7084;bbox_gap_norm=1.9189;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=4.3246;local_object_points=0,,,,,,
PV-0426,menu --standing on--> table,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0426.png,local_dataset/qwen_vl_crops/full_validation/0cac7540-8d6f-2d13-8eee-36ba2a428e3f_2/27_6/pair_view_000.png,ambiguous,low,support_configuration_uncertain,standing_contact_or_pose_uncertain,center_dz_norm=0.2090;bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.2664;subject_vertical_aspect=1.4081;local_object_points=128,,,,,,
PV-0427,wall --close by--> shower wall,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0427.png,local_dataset/qwen_vl_crops/full_validation/10b17963-3938-2467-8a48-0d4af350ce92_1/3_25/pair_view_000.png,physically_valid,high,distance_consistent,robust_bbox_gap_norm_le_0.15,center_dz_norm=-0.3364;bbox_gap_norm=0.0275;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-0.8101;subject_vertical_aspect=1.1554;local_object_points=443,,,,,,
