audit_id,relation,predicate_label,predicate_family,rgb_pair_crop_path,geometry_projection_path,pair_ply_path,physical_validity_label,confidence,primary_reason_code,evidence_sufficient,notes,reviewer_id,reviewed_at
PV-0304,toilet --close by--> bath cabinet,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0304.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0304.ply,,,,,,,
PV-0348,floor --close by--> door,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0348.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0348.ply,,,,,,,
PV-0427,wall --close by--> shower wall,close by,proximity,local_dataset/qwen_vl_crops/full_validation/10b17963-3938-2467-8a48-0d4af350ce92_1/3_25/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0427.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0427.ply,,,,,,,
PV-0144,couch table --close by--> cabinet,close by,proximity,local_dataset/qwen_vl_crops/full_validation/c7895f07-339c-2d13-8176-7418b6e8d7ce_6/15_22/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0144.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0144.ply,,,,,,,
PV-0402,sofa --higher than--> ceiling,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0402.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0402.ply,,,,,,,
PV-0142,wall --close by--> counter,close by,proximity,local_dataset/qwen_vl_crops/full_validation/4138585b-a238-2435-810b-9728fc989b2f_1/11_7/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0142.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0142.ply,,,,,,,
PV-0443,toilet paper dispenser --higher than--> ceiling,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0443.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0443.ply,,,,,,,
PV-0164,cabinet --supported by--> ceiling,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0164.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0164.ply,,,,,,,
PV-0312,ottoman --lower than--> armchair,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/095821f7-e2c2-2de1-9568-b9ce59920e29_1/6_4/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0312.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0312.ply,,,,,,,
PV-0196,shoes --standing on--> wall,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0196.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0196.ply,,,,,,,
PV-0278,wall --supported by--> floor,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0278.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0278.ply,,,,,,,
PV-0076,table --close by--> table,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0076.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0076.ply,,,,,,,
PV-0042,shelf --close by--> bath cabinet,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0042.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0042.ply,,,,,,,
PV-0124,kitchen cabinet --standing on--> soap dish,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0124.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0124.ply,,,,,,,
PV-0354,pillow --lower than--> frame,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0354.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0354.ply,,,,,,,
PV-0338,pillow --standing on--> blanket,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0338.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0338.ply,,,,,,,
PV-0390,clock --close by--> ceiling,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0390.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0390.ply,,,,,,,
PV-0237,wall --standing on--> ceiling,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0237.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0237.ply,,,,,,,
PV-0030,plant --standing on--> shelf,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/8eabc461-5af7-2f32-8663-ce5a10fd97b3_2/62_59/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0030.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0030.ply,,,,,,,
PV-0147,window --higher than--> table,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0147.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0147.ply,,,,,,,
PV-0151,shelf --standing on--> blanket,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0151.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0151.ply,,,,,,,
PV-0191,window --higher than--> recycle bin,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0191.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0191.ply,,,,,,,
PV-0435,trash can --higher than--> toilet brush,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/ab835fae-54c6-29a1-995e-b06cfc555786_1/7_26/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0435.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0435.ply,,,,,,,
PV-0478,doorframe --close by--> cleanser,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0478.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0478.ply,,,,,,,
PV-0298,trash can --standing on--> floor,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/4fbad31e-465b-2a5d-84b7-c0ddea978db4_6/25_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0298.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0298.ply,,,,,,,
PV-0371,heater --lower than--> table,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/e61b0e02-bada-2f31-82d0-80fc5c70bd6f_4/13_12/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0371.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0371.ply,,,,,,,
PV-0252,clutter --close by--> toilet,close by,proximity,local_dataset/qwen_vl_crops/full_validation/c92fb5b5-f771-2064-8570-dbe16cb33764_2/11_4/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0252.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0252.ply,,,,,,,
PV-0104,side table --higher than--> pillow,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0104.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0104.ply,,,,,,,
PV-0425,clock --lying on--> ceiling,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0425.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0425.ply,,,,,,,
PV-0046,wall --close by--> wardrobe,close by,proximity,local_dataset/qwen_vl_crops/full_validation/c2d99343-1947-2fbf-808f-92dbb7d47aa5_1/8_2/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0046.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0046.ply,,,,,,,
PV-0116,pillow --higher than--> pillow,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0116.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0116.ply,,,,,,,
PV-0330,chair --standing on--> floor,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0330.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0330.ply,,,,,,,
PV-0168,pillow --higher than--> cabinet,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0168.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0168.ply,,,,,,,
PV-0012,shower curtain --higher than--> ceiling,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0012.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0012.ply,,,,,,,
PV-0333,floor --lower than--> pillow,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/10b1792a-3938-2467-8b4e-a93da27a0985_5/1_37/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0333.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0333.ply,,,,,,,
PV-0137,lamp --higher than--> plant,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0137.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0137.ply,,,,,,,
PV-0183,lamp --close by--> curtain,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0183.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0183.ply,,,,,,,
PV-0043,desk --lying on--> chair,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/c2d99347-1947-2fbf-834b-f95790c125dd_1/16_23/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0043.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0043.ply,,,,,,,
PV-0135,wall --close by--> armchair,close by,proximity,local_dataset/qwen_vl_crops/full_validation/a0905fd9-66f7-2272-9dfb-0483fdcc54c7_1/7_5/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0135.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0135.ply,,,,,,,
PV-0387,wall --lying on--> sink,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0387.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0387.ply,,,,,,,
PV-0438,wall --lower than--> kitchen cabinet,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/321c8680-a5a8-2a84-85c2-816a26d59516_1/4_8/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0438.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0438.ply,,,,,,,
PV-0346,magazine rack --lying on--> shelf,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0346.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0346.ply,,,,,,,
PV-0411,heater --standing on--> floor,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/1d234022-e280-2b1a-8cec-e9787bb0d7b2_1/22_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0411.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0411.ply,,,,,,,
PV-0161,plant --higher than--> stool,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/ddc7379b-765b-241a-9f45-c37e41608726_4/49_27/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0161.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0161.ply,,,,,,,
PV-0291,bag --close by--> side table,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0291.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0291.ply,,,,,,,
PV-0381,tv stand --higher than--> cabinet,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/c92fb5b7-f771-2064-87a9-31c819832405_2/8_15/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0381.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0381.ply,,,,,,,
PV-0293,cupboard --close by--> wall,close by,proximity,local_dataset/qwen_vl_crops/full_validation/20c993b3-698f-29c5-859c-dca8ddecf220_1/5_11/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0293.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0293.ply,,,,,,,
PV-0458,kitchen cabinet --lower than--> kitchen cabinet,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0458.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0458.ply,,,,,,,
PV-0179,shelf --close by--> light,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0179.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0179.ply,,,,,,,
PV-0300,shelf --lower than--> laundry basket,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0300.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0300.ply,,,,,,,
PV-0149,floor --higher than--> lamp,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0149.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0149.ply,,,,,,,
PV-0069,picture --higher than--> picture,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0069.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0069.ply,,,,,,,
PV-0434,floor --standing on--> cabinet,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/e61b0e04-bada-2f31-82d6-72831a602ba7_1/1_10/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0434.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0434.ply,,,,,,,
PV-0166,frame --standing on--> floor,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/1d2f850c-d757-207c-8fba-60b90a7d4691_2/52_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0166.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0166.ply,,,,,,,
PV-0080,tv --higher than--> radiator,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/10b1792e-3938-2467-8bb3-172148ae5a67_2/17_13/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0080.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0080.ply,,,,,,,
PV-0169,heater --higher than--> wall,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0169.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0169.ply,,,,,,,
PV-0108,wall --standing on--> cabinet,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0108.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0108.ply,,,,,,,
PV-0177,floor --close by--> laundry basket,close by,proximity,local_dataset/qwen_vl_crops/full_validation/9766cbf7-6321-2e2f-81e1-2b46533c64dd_2/1_500/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0177.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0177.ply,,,,,,,
PV-0186,side table --lying on--> floor,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/2451c048-fae8-24f6-9043-f1604dbada2c_3/16_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0186.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0186.ply,,,,,,,
PV-0213,sofa --close by--> chair,close by,proximity,local_dataset/qwen_vl_crops/full_validation/4731976c-f9f7-2a1a-95cc-31c4d1751d0b_4/2_15/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0213.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0213.ply,,,,,,,
PV-0016,sofa --standing on--> plate,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/a0905fdb-66f7-2272-9fc5-7c0008d5e87b_3/2_88/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0016.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0016.ply,,,,,,,
PV-0341,item --lying on--> sofa,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/4a9a43d2-7736-2874-874d-d0fad0570e19_6/74_22/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0341.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0341.ply,,,,,,,
PV-0420,shelf --supported by--> floor,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0420.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0420.ply,,,,,,,
PV-0212,shelf --supported by--> shelf,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/c7895f78-339c-2d13-82bb-cc990cbbc90f_2/8_10/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0212.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0212.ply,,,,,,,
PV-0380,ottoman --standing on--> ceiling,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0380.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0380.ply,,,,,,,
PV-0157,box --lower than--> wall,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0157.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0157.ply,,,,,,,
PV-0040,cutting board --lying on--> plant,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/41385849-a238-2435-81d0-ceb0eba4541a_4/82_85/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0040.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0040.ply,,,,,,,
PV-0429,toilet paper dispenser --higher than--> clutter,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0429.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0429.ply,,,,,,,
PV-0193,lamp --standing on--> floor,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0193.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0193.ply,,,,,,,
PV-0003,floor --lower than--> wall,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/d7d40d50-7a5d-2b36-9446-7d636174329f_1/2_5/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0003.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0003.ply,,,,,,,
PV-0418,floor --close by--> coffee machine,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0418.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0418.ply,,,,,,,
PV-0376,clock --close by--> dining chair,close by,proximity,local_dataset/qwen_vl_crops/full_validation/e61b0e02-bada-2f31-82d0-80fc5c70bd6f_6/4_37/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0376.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0376.ply,,,,,,,
PV-0340,floor --lower than--> curtain,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0340.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0340.ply,,,,,,,
PV-0306,wall --close by--> floor,close by,proximity,local_dataset/qwen_vl_crops/full_validation/d7dc987e-a34a-2794-85c8-f75389b27532_1/4_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0306.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0306.ply,,,,,,,
PV-0064,window --supported by--> floor,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/bf9a3dd9-45a5-2e80-817c-f918e193231b_2/19_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0064.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0064.ply,,,,,,,
PV-0138,wall --close by--> wall,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0138.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0138.ply,,,,,,,
PV-0031,curtain --higher than--> ceiling,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0031.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0031.ply,,,,,,,
PV-0375,pot --close by--> plant,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0375.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0375.ply,,,,,,,
PV-0369,ceiling --standing on--> wall,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0369.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0369.ply,,,,,,,
PV-0236,lamp --close by--> cabinet,close by,proximity,local_dataset/qwen_vl_crops/full_validation/f2c76feb-2239-29d0-8418-72b6051fc144_5/11_13/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0236.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0236.ply,,,,,,,
PV-0321,doorframe --close by--> door,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0321.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0321.ply,,,,,,,
PV-0101,shelf --lower than--> chair,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0101.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0101.ply,,,,,,,
PV-0184,pillow --standing on--> floor,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/280d8ebb-6cc6-2788-9153-98959a2da801_2/47_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0184.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0184.ply,,,,,,,
PV-0092,toilet --higher than--> ceiling,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0092.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0092.ply,,,,,,,
PV-0227,item --standing on--> ceiling,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0227.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0227.ply,,,,,,,
PV-0280,clutter --supported by--> wall,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/38770ca3-86d7-27b8-85a7-7d840ffdec6a_3/54_10/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0280.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0280.ply,,,,,,,
PV-0022,cabinet --higher than--> shelf,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/c92fb5b7-f771-2064-87a9-31c819832405_1/12_44/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0022.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0022.ply,,,,,,,
PV-0034,floor --higher than--> shower floor,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/1d233fe8-e280-2b1a-8fac-c3646a1cd64a_1/1_8/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0034.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0034.ply,,,,,,,
PV-0209,sofa --higher than--> pillow,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/75c25975-9ca2-2844-9769-84677f46d4cf_3/17_29/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0209.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0209.ply,,,,,,,
PV-0013,floor --lower than--> pillow,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/f2c76fe9-2239-29d0-87ec-f2c7ced812c1_1/1_38/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0013.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0013.ply,,,,,,,
PV-0295,ceiling --higher than--> object,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0295.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0295.ply,,,,,,,
PV-0370,box --higher than--> ceiling,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0370.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0370.ply,,,,,,,
PV-0245,floor --lower than--> bath cabinet,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/c7895f7a-339c-2d13-82ac-09ef1c9001ba_2/1_18/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0245.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0245.ply,,,,,,,
PV-0441,dining chair --close by--> wall,close by,proximity,local_dataset/qwen_vl_crops/full_validation/e61b0e04-bada-2f31-82d6-72831a602ba7_7/40_3/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0441.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0441.ply,,,,,,,
PV-0396,bed --supported by--> picture,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/0cac7676-8d6f-2d13-8f3a-d7bf7f03e721_2/2_24/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0396.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0396.ply,,,,,,,
PV-0200,window --higher than--> ceiling,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0200.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0200.ply,,,,,,,
PV-0401,picture --supported by--> picture,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0401.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0401.ply,,,,,,,
PV-0107,clutter --lying on--> wall,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0107.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0107.ply,,,,,,,
PV-0409,desk --close by--> sofa,close by,proximity,local_dataset/qwen_vl_crops/full_validation/0cac75b7-8d6f-2d13-8cb2-0b4e06913140_3/19_14/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0409.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0409.ply,,,,,,,
PV-0051,ceiling --lower than--> table,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0051.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0051.ply,,,,,,,
PV-0226,wall --lower than--> ceiling,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0226.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0226.ply,,,,,,,
